[Buff] Applied S1: インパクトエグゾスパイン (クリ率) (crit_rate_buff: 0.6) to イヴ
[Buff] Applied S2: イーグルアイエグゾスパイン (開幕バフ)_Stage_0 (atk_buff_fixed: 12777.0) to イヴ
[Buff] Applied S2: イーグルアイエグゾスパイン (開幕バフ)_Stage_1 (max_ammo_rate: 0.25) to イヴ
[Shoot] 時間:  0.22s | 弾数: 59/75  | Pellets: 1 | Dmg:    13,080 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:101.87s | 弾数: 17/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:101.95s | 弾数: 16/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:102.03s | 弾数: 15/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:102.12s | 弾数: 14/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:102.20s | 弾数: 13/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:102.28s | 弾数: 12/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:102.37s | 弾数: 11/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:102.45s | 弾数: 10/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:102.53s | 弾数:  9/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:102.62s | 弾数:  8/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:102.70s | 弾数:  7/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:102.78s | 弾数:  6/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:102.87s | 弾数:  5/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:102.95s | 弾数:  4/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:103.03s | 弾数:  3/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:103.12s | 弾数:  2/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:103.20s | 弾数:  1/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:103.28s | 弾数:  0/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:104.67s | 弾数: 74/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:104.75s | 弾数: 73/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:104.83s | 弾数: 72/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:104.92s | 弾数: 71/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:105.00s | 弾数: 70/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:105.08s | 弾数: 69/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:105.17s | 弾数: 68/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:105.25s | 弾数: 67/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:105.33s | 弾数: 66/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:105.42s | 弾数: 65/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:105.50s | 弾数: 64/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:105.58s | 弾数: 63/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:105.67s | 弾数: 62/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:105.75s | 弾数: 61/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:105.83s | 弾数: 60/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:105.92s | 弾数: 59/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:106.00s | 弾数: 58/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:106.08s | 弾数: 57/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:106.17s | 弾数: 56/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:106.25s | 弾数: 55/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:106.33s | 弾数: 54/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:106.42s | 弾数: 53/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:106.50s | 弾数: 52/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:106.58s | 弾数: 51/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:106.67s | 弾数: 50/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:106.75s | 弾数: 49/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:106.83s | 弾数: 48/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:106.92s | 弾数: 47/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:107.00s | 弾数: 46/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Skill Dmg] 時間:107.00s | 名前:S1: 不安定エネルギー (通常)_Stage_0 | Dmg:   455,372 | Hits:3 | Buffs:crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Debuff] Applied S1: 不安定エネルギー (通常)_Stage_1 (taken_dmg_debuff) to Enemy (Shared)
[Shoot] 時間:107.08s | 弾数: 45/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:107.17s | 弾数: 44/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:107.25s | 弾数: 43/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:107.33s | 弾数: 42/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:107.42s | 弾数: 41/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:107.50s | 弾数: 40/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:107.58s | 弾数: 39/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:107.67s | 弾数: 38/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:107.75s | 弾数: 37/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:107.83s | 弾数: 36/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:107.92s | 弾数: 35/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:108.00s | 弾数: 34/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:108.08s | 弾数: 33/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:108.17s | 弾数: 32/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:108.25s | 弾数: 31/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:108.33s | 弾数: 30/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:108.42s | 弾数: 29/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:108.50s | 弾数: 28/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:108.58s | 弾数: 27/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:108.67s | 弾数: 26/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:108.75s | 弾数: 25/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:108.83s | 弾数: 24/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:108.92s | 弾数: 23/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:109.00s | 弾数: 22/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:109.08s | 弾数: 21/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:109.17s | 弾数: 20/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:109.25s | 弾数: 19/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:109.33s | 弾数: 18/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:109.42s | 弾数: 17/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:109.50s | 弾数: 16/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:109.58s | 弾数: 15/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:109.67s | 弾数: 14/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:109.75s | 弾数: 13/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:109.83s | 弾数: 12/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:109.92s | 弾数: 11/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:110.00s | 弾数: 10/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:110.08s | 弾数:  9/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:110.17s | 弾数:  8/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:110.25s | 弾数:  7/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:110.33s | 弾数:  6/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:110.42s | 弾数:  5/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:110.50s | 弾数:  4/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:110.58s | 弾数:  3/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:110.67s | 弾数:  2/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:110.75s | 弾数:  1/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:110.83s | 弾数:  0/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:112.22s | 弾数: 74/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:112.30s | 弾数: 73/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:112.38s | 弾数: 72/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:112.47s | 弾数: 71/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:112.55s | 弾数: 70/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:112.63s | 弾数: 69/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:112.72s | 弾数: 68/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:112.80s | 弾数: 67/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:112.88s | 弾数: 66/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:112.97s | 弾数: 65/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:113.05s | 弾数: 64/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:113.13s | 弾数: 63/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:113.22s | 弾数: 62/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:113.30s | 弾数: 61/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Skill Dmg] 時間:113.30s | 名前:S1: 不安定エネルギー (通常)_Stage_0 | Dmg:   556,566 | Hits:3 | Buffs:crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Debuff] Applied S1: 不安定エネルギー (通常)_Stage_1 (taken_dmg_debuff) to Enemy (Shared)
[Shoot] 時間:113.38s | 弾数: 60/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:113.47s | 弾数: 59/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:113.55s | 弾数: 58/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:113.63s | 弾数: 57/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:113.72s | 弾数: 56/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:113.80s | 弾数: 55/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:113.88s | 弾数: 54/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:113.97s | 弾数: 53/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:114.05s | 弾数: 52/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:114.13s | 弾数: 51/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:114.22s | 弾数: 50/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:114.30s | 弾数: 49/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:114.38s | 弾数: 48/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:114.47s | 弾数: 47/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:114.55s | 弾数: 46/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:114.63s | 弾数: 45/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:114.72s | 弾数: 44/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:114.80s | 弾数: 43/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:114.88s | 弾数: 42/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:114.97s | 弾数: 41/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:115.05s | 弾数: 40/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:115.13s | 弾数: 39/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:115.22s | 弾数: 38/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:115.30s | 弾数: 37/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:115.38s | 弾数: 36/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:115.47s | 弾数: 35/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:115.55s | 弾数: 34/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:115.63s | 弾数: 33/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:115.72s | 弾数: 32/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間:115.80s | 弾数: 31/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
