[Shoot] 時間:  0.22s | 弾数:299/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間: 84.27s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.28s | 弾数:207/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.28s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.30s | 弾数:206/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.30s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.32s | 弾数:205/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.32s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,735 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.33s | 弾数:204/749 | Pellets: 1 | Dmg:     2,749 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.33s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.35s | 弾数:203/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.35s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.37s | 弾数:202/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.37s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.38s | 弾数:201/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.38s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.40s | 弾数:200/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.40s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.42s | 弾数:199/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.42s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.43s | 弾数:198/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.43s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.45s | 弾数:197/749 | Pellets: 1 | Dmg:     2,749 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.45s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.47s | 弾数:196/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.47s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.48s | 弾数:195/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.48s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,735 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.50s | 弾数:194/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.50s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.52s | 弾数:193/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.52s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.53s | 弾数:192/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.53s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.55s | 弾数:191/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.55s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,735 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.57s | 弾数:190/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.57s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,735 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.58s | 弾数:189/749 | Pellets: 1 | Dmg:     2,749 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.58s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.60s | 弾数:188/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.60s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.62s | 弾数:187/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.62s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.63s | 弾数:186/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.63s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.65s | 弾数:185/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.65s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,735 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.67s | 弾数:184/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.67s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,735 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.68s | 弾数:183/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.68s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.70s | 弾数:182/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.70s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.72s | 弾数:181/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.72s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,735 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.73s | 弾数:180/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.73s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.75s | 弾数:179/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.75s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.77s | 弾数:178/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.77s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.78s | 弾数:177/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.78s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.80s | 弾数:176/749 | Pellets: 1 | Dmg:     2,749 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.80s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.82s | 弾数:175/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.82s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.83s | 弾数:174/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.83s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.85s | 弾数:173/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.85s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.87s | 弾数:172/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.87s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.88s | 弾数:171/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.88s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.90s | 弾数:170/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.90s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.92s | 弾数:169/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.92s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.93s | 弾数:168/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.93s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.95s | 弾数:167/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.95s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.97s | 弾数:166/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.97s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,735 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 84.98s | 弾数:165/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 84.98s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 85.00s | 弾数:164/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 85.00s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 85.02s | 弾数:163/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 85.02s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 85.03s | 弾数:162/749 | Pellets: 1 | Dmg:     2,749 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 85.03s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,513 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 85.05s | 弾数:161/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 85.05s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,735 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 85.07s | 弾数:160/749 | Pellets: 1 | Dmg:     1,851 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
